date,employeeid,gender,age,ethnicgroup,fp,termdate,isnnewhire,bu,hiredate,paytypeid,termreason,agegroupid,tenuredays,tenuremonths,badhire
2023-12-31,1949,4,62,B,F,,0,Finance,2023-03-09,1,,5,296,9,0
2023-12-31,1950,1,65,B,F,,0,IT 3,2023-03-13,2,,5,292,9,0
2023-12-31,1951,1,54,W,F,2023-12-31,0,Sales 2,2023-09-27,3,3,4,94,3,0
2023-12-31,1952,1,50,W,F,2023-09-08,0,Sales,2023-07-15,4,8,4,55,1,1
2023-12-31,1953,1,19,W,P,,0,IT 2,2021-01-23,5,,1,1071,35,0
2023-12-31,1954,1,45,W,F,,1,Marketing 4,2023-11-12,3,,4,48,1,0
2023-12-31,1955,1,44,H,F,,0,IT,2022-04-22,5,,3,617,20,0
2023-12-31,1956,1,40,A,F,2023-08-21,0,Legal 2,2023-05-25,2,4,3,88,2,1
2023-12-31,1957,1,27,H,P,,0,IT 4,2022-05-24,2,,2,585,19,0
2023-12-31,1958,1,39,W,F,2023-04-14,0,Sales,2022-10-05,2,8,3,191,6,0
2023-12-31,1959,2,40,B,F,,0,Sales 4,2023-07-27,2,,3,156,5,0
2023-12-31,1960,3,45,W,F,,0,Sales,2022-03-03,3,,4,667,21,0
2023-12-31,1961,2,31,A,I,2023-03-06,0,Finance,2023-03-05,3,1,2,0,0,1
2023-12-31,1962,1,52,O,F,,0,Operations 3,2023-06-06,2,,4,207,6,0
2023-12-31,1963,1,43,B,F,,0,IT,2018-10-20,2,,3,1897,62,0
2023-12-31,1964,2,50,W,F,2022-05-26,0,IT 4,2021-09-29,2,9,4,238,7,0
2023-12-31,1965,2,30,W,F,,0,IT 2,2023-08-24,2,,2,128,4,0
2023-12-31,1966,1,41,H,F,,1,Operations 2,2023-11-13,1,,3,47,1,0
2023-12-31,1967,2,22,W,C,2023-09-20,0,Legal 3,2023-07-06,2,1,1,76,2,1
2023-12-31,1968,1,45,W,P,,0,Operations 3,2019-07-27,1,,4,1617,53,0
2023-12-31,1969,1,34,W,I,2023-05-27,0,Legal,2023-04-04,1,4,2,53,1,1
2023-12-31,1970,2,25,H,F,,0,IT 3,2021-11-29,2,,2,761,25,0
2023-12-31,1971,2,34,W,C,,0,IT 2,2022-07-23,5,,2,525,17,0
2023-12-31,1972,2,43,T,T,,0,Sales 3,2021-04-24,1,,3,980,32,0
2023-12-31,1973,1,57,B,F,2023-03-12,0,Operations 3,2023-01-22,1,4,5,48,1,1
2023-12-31,1974,1,21,H,P,,0,Sales,2019-11-28,3,,1,1493,49,0
2023-12-31,1975,1,29,A,F,,0,Legal 3,2023-02-27,3,,2,306,10,0
2023-12-31,1976,1,39,W,F,,0,Customer Support 3,2022-09-10,1,,3,476,15,0
2023-12-31,1977,1,38,W,F,,0,IT 3,2023-07-20,2,,3,163,5,0
2023-12-31,1978,1,48,W,F,,0,Sales 3,2023-08-31,2,,4,121,3,0
2023-12-31,1979,2,42,W,P,,0,Sales,2022-04-12,2,,3,627,20,0
2023-12-31,1980,1,32,H,F,,0,Customer Support 3,2022-06-09,5,,2,569,18,0
2023-12-31,1981,1,21,W,I,2023-09-07,0,Sales,2023-08-22,3,6,1,15,0,1
2023-12-31,1982,2,34,W,F,2022-12-03,0,Sales,2022-09-11,3,1,2,82,2,1
2023-12-31,1983,1,49,W,F,,0,IT 2,2023-05-24,2,,4,220,7,0
2023-12-31,1984,2,34,W,F,,0,Sales 2,2023-08-30,2,,2,122,4,0
2023-12-31,1985,2,42,H,F,2023-04-09,0,Executive 2,2022-05-05,2,10,3,339,11,0
2023-12-31,1986,1,27,W,T,2023-12-13,1,IT,2023-10-27,2,11,2,47,1,1
2023-12-31,1987,1,55,W,C,,0,Marketing,2021-06-12,2,,5,931,30,0
2023-12-31,1988,2,20,W,T,,0,R&D,2021-08-25,1,,1,857,28,0
2023-12-31,1989,2,37,W,F,,0,Operations 3,2022-04-22,1,,3,617,20,0
2023-12-31,1990,1,44,W,C,,0,IT 4,2018-01-01,2,,3,2190,71,0
2023-12-31,1991,1,26,W,F,,1,Marketing,2023-11-12,3,,2,48,1,0
2023-12-31,1992,2,21,H,P,2022-06-05,0,Operations 3,2022-02-25,2,1,1,99,3,0
2023-12-31,1993,2,31,W,P,2019-04-24,0,IT,2018-12-05,2,1,2,139,4,0
2023-12-31,1994,2,27,W,F,,1,IT 3,2023-12-19,4,,2,11,0,0
2023-12-31,1995,1,31,W,F,2023-12-31,1,Executive 4,2023-12-22,1,4,2,8,0,1
2023-12-31,1996,2,21,W,F,,1,IT,2023-10-20,3,,1,71,2,0
2023-12-31,1997,2,24,W,C,2022-07-05,0,Marketing 4,2022-07-02,2,3,1,3,0,1
2023-12-31,1998,2,28,H,F,,0,Sales 3,2021-07-06,2,,2,907,29,0
2023-12-31,1999,2,49,W,I,,0,Customer Support,2021-02-21,1,,4,1042,34,0
2023-12-31,2000,1,27,H,P,,0,HR,2023-04-02,2,,2,272,8,0
2023-12-31,2001,2,28,A,F,,0,Sales 4,2022-03-09,3,,2,661,21,0
2023-12-31,2002,2,40,W,F,,0,Sales 4,2023-09-21,2,,3,100,3,0
2023-12-31,2003,1,42,W,I,,1,Sales 3,2023-11-12,5,,3,48,1,0
2023-12-31,2004,1,28,W,F,2023-12-31,1,HR,2023-11-21,1,10,2,39,1,1
2023-12-31,2005,2,36,W,F,2023-10-03,0,Legal,2023-08-19,2,6,3,44,1,1
2023-12-31,2006,1,31,H,F,,1,Customer Support 3,2023-12-22,2,,2,8,0,0
2023-12-31,2007,2,36,A,I,,0,Sales 2,2023-07-12,4,,3,171,5,0
2023-12-31,2008,2,40,B,F,,0,R&D,2023-08-15,2,,3,137,4,0
2023-12-31,2009,1,31,W,I,,0,R&D,2022-09-01,2,,2,485,15,0
2023-12-31,2010,1,60,H,F,,1,Sales 3,2023-12-05,3,,5,25,0,0
2023-12-31,2011,1,27,O,T,,0,Finance,2022-06-15,3,,2,563,18,0
2023-12-31,2012,1,33,B,F,,0,Sales 3,2022-10-19,1,,2,437,14,0
2023-12-31,2013,1,32,A,F,,0,Legal 2,2022-01-19,3,,2,710,23,0
2023-12-31,2014,1,52,B,C,,1,Executive 2,2023-11-10,2,,4,50,1,0
2023-12-31,2015,2,18,H,F,2023-11-05,0,IT,2023-04-12,2,2,1,207,6,0
2023-12-31,2016,1,44,W,P,,0,Sales,2023-09-26,2,,3,95,3,0
2023-12-31,2017,2,46,A,P,,0,Sales 4,2023-05-25,2,,4,219,7,0
2023-12-31,2018,2,31,W,F,2018-05-09,0,Finance,2018-01-01,3,4,2,128,4,0
2023-12-31,2019,2,37,H,T,,0,Legal 3,2023-05-27,1,,3,217,7,0
2023-12-31,2020,1,18,H,F,,0,Customer Support 3,2023-08-21,3,,1,131,4,0
2023-12-31,2021,1,33,A,F,,1,Sales 2,2023-12-13,2,,2,17,0,0
2023-12-31,2022,2,41,B,P,,0,Sales 2,2023-07-03,3,,3,180,5,0
2023-12-31,2023,2,37,W,F,2023-01-31,0,Customer Support,2022-10-23,2,6,3,99,3,0
2023-12-31,2024,1,31,B,F,,0,Marketing 4,2021-01-02,1,,2,1092,35,0
2023-12-31,2025,1,37,N,I,2022-12-20,0,IT,2022-10-10,3,3,3,70,2,1
2023-12-31,2026,1,49,B,P,,0,IT 2,2022-05-29,5,,4,580,19,0
2023-12-31,2027,1,44,W,I,,1,Marketing 4,2023-12-17,2,,3,13,0,0
2023-12-31,2028,2,38,B,P,2023-01-04,0,Operations 3,2021-08-31,5,9,3,491,16,0
2023-12-31,2029,1,30,B,F,2023-12-31,1,Legal,2023-10-10,2,8,2,81,2,1
2023-12-31,2030,1,44,W,F,,0,Operations,2020-11-21,1,,3,1134,37,0
2023-12-31,2031,1,35,T,P,,0,Operations 3,2023-08-28,1,,3,124,4,0
2023-12-31,2032,2,32,T,F,,0,Operations,2023-04-30,2,,2,244,8,0
2023-12-31,2033,1,37,W,P,2023-12-09,0,Legal 3,2023-08-03,5,9,3,127,4,0
2023-12-31,2034,1,31,H,F,,0,Sales 2,2020-06-06,2,,2,1302,42,0
2023-12-31,2035,1,55,A,P,,0,Legal 2,2018-01-01,1,,5,2190,71,0
2023-12-31,2036,2,23,N,F,,0,IT 4,2023-03-12,5,,1,293,9,0
2023-12-31,2037,2,29,B,F,,0,Sales 3,2023-01-12,3,,2,352,11,0
2023-12-31,2038,1,45,A,F,,0,R&D,2023-04-08,2,,4,266,8,0
2023-12-31,2039,1,41,T,F,2023-07-02,0,Operations 2,2023-03-09,1,3,3,115,3,0
2023-12-31,2040,2,65,W,F,,0,Sales,2018-05-29,3,,5,2041,67,0
2023-12-31,2041,2,27,W,F,,0,IT 4,2023-09-13,2,,2,108,3,0
2023-12-31,2042,4,34,W,F,,0,Marketing 3,2023-09-16,1,,2,105,3,0
2023-12-31,2043,1,49,A,F,,0,IT 2,2021-02-16,2,,4,1047,34,0
2023-12-31,2044,2,43,H,F,,0,IT,2022-11-01,2,,3,424,13,0
2023-12-31,2045,4,40,A,P,2023-07-26,0,Legal,2023-06-27,1,6,3,29,0,1
2023-12-31,2046,1,41,H,F,,0,Legal 3,2022-07-20,4,,3,528,17,0
2023-12-31,2047,2,43,W,F,,0,IT,2022-07-25,4,,3,523,17,0
2023-12-31,2048,1,20,W,C,,0,IT 3,2022-09-02,1,,1,484,15,0
2023-12-31,2049,1,43,B,F,,0,Legal,2021-06-17,2,,3,926,30,0
2023-12-31,2050,2,31,W,F,,1,Sales 3,2023-10-25,3,,2,66,2,0
2023-12-31,2051,1,32,B,I,,0,Legal 2,2019-11-16,2,,2,1505,49,0
2023-12-31,2052,2,64,H,F,2023-12-31,0,Sales 2,2023-08-11,2,2,5,141,4,0
2023-12-31,2053,2,25,W,F,,0,Sales,2023-01-27,5,,2,337,11,0
2023-12-31,2054,1,45,W,F,,0,IT,2023-03-16,2,,4,289,9,0
2023-12-31,2055,2,50,A,P,,0,Marketing 2,2022-08-25,2,,4,492,16,0
2023-12-31,2056,2,26,W,F,2021-07-27,0,Operations,2020-11-20,2,2,2,248,8,0
2023-12-31,2057,1,38,W,F,,0,IT 3,2022-08-05,2,,3,512,16,0
2023-12-31,2058,2,35,W,I,2023-12-31,1,Customer Support,2023-10-30,2,6,3,61,2,1
2023-12-31,2059,1,33,W,F,,1,Marketing 2,2023-10-05,2,,2,86,2,0
2023-12-31,2060,1,58,B,C,2023-02-26,0,Sales,2022-09-04,2,6,5,175,5,0
2023-12-31,2061,1,29,W,P,,0,Sales 3,2020-06-30,2,,2,1278,41,0
2023-12-31,2062,3,35,W,P,,0,Sales 2,2023-01-22,2,,3,342,11,0
2023-12-31,2063,2,46,W,F,,0,IT 3,2021-11-29,2,,4,761,25,0
2023-12-31,2064,2,36,W,F,2018-10-18,0,Customer Support,2018-04-09,5,6,3,192,6,0
2023-12-31,2065,1,50,A,F,,0,IT 3,2023-04-25,2,,4,249,8,0
2023-12-31,2066,2,36,W,F,,0,Operations 3,2023-07-18,1,,3,165,5,0
2023-12-31,2067,1,40,W,P,,1,IT 4,2023-12-08,2,,3,22,0,0
2023-12-31,2068,1,34,A,P,,1,IT 3,2023-11-17,1,,2,43,1,0
2023-12-31,2069,1,29,A,F,,0,Sales 3,2022-06-30,3,,2,548,18,0
2023-12-31,2070,3,61,W,P,,0,Customer Support 2,2023-09-21,3,,5,100,3,0
2023-12-31,2071,1,23,A,F,2022-12-10,0,Marketing 2,2022-11-24,2,1,1,16,0,1
2023-12-31,2072,1,41,B,F,,0,IT 3,2019-10-08,2,,3,1544,50,0
2023-12-31,2073,2,40,H,C,,0,Customer Support 3,2022-11-12,1,,3,413,13,0
2023-12-31,2074,2,40,W,F,2023-02-17,0,IT 2,2022-09-24,2,4,3,145,4,0
2023-12-31,2075,1,21,A,F,,0,Marketing 2,2021-11-28,2,,1,762,25,0
2023-12-31,2076,2,27,W,F,,0,Legal 2,2023-07-09,2,,2,174,5,0
2023-12-31,2077,2,53,B,F,,0,Sales 2,2022-06-24,3,,4,554,18,0
2023-12-31,2078,2,31,H,F,,0,Sales 3,2023-09-10,3,,2,111,3,0
2023-12-31,2079,1,44,W,F,,0,IT,2023-06-20,1,,3,193,6,0
2023-12-31,2080,1,36,H,F,,0,Marketing 3,2022-05-04,1,,3,605,19,0
2023-12-31,2081,2,27,W,P,2023-12-31,0,Sales 2,2022-07-07,2,4,2,541,17,0
2023-12-31,2082,1,41,W,F,2021-06-29,0,IT 2,2021-01-16,2,3,3,163,5,0
2023-12-31,2083,1,36,H,C,,0,Customer Support,2023-07-24,2,,3,159,5,0
2023-12-31,2084,1,41,W,F,,0,Customer Support,2023-03-19,2,,3,286,9,0
2023-12-31,2085,2,45,H,F,,0,Marketing 2,2022-12-25,1,,4,370,12,0
2023-12-31,2086,1,65,T,P,2023-12-31,1,IT,2023-11-11,2,8,5,49,1,1
2023-12-31,2087,1,25,W,F,,0,Marketing 4,2023-05-24,2,,2,220,7,0
2023-12-31,2088,1,33,H,F,2019-07-18,0,Executive 2,2018-01-01,5,7,2,563,18,0
2023-12-31,2089,2,39,B,F,2023-09-16,0,IT,2023-08-21,4,1,3,25,0,1
2023-12-31,2090,2,59,W,P,2023-09-22,0,Customer Support 2,2023-03-27,1,3,5,179,5,0
2023-12-31,2091,1,36,W,I,,0,Legal,2020-10-15,2,,3,1171,38,0
2023-12-31,2092,2,45,B,C,,1,R&D,2023-10-16,1,,4,75,2,0
2023-12-31,2093,1,29,W,F,,0,IT 4,2022-12-17,2,,2,378,12,0
2023-12-31,2094,2,38,A,F,,0,R&D,2023-06-15,4,,3,198,6,0
2023-12-31,2095,2,44,H,F,2023-12-31,0,Operations 3,2023-03-22,5,6,3,283,9,0
2023-12-31,2096,1,60,A,F,,0,Operations 2,2022-10-20,1,,5,436,14,0
2023-12-31,2097,2,31,W,F,,1,IT 4,2023-10-04,2,,2,87,2,0
2023-12-31,2098,2,31,W,F,,1,IT 2,2023-10-21,2,,2,70,2,0
2023-12-31,2099,2,60,A,P,2022-07-29,0,Operations 3,2021-05-03,1,4,5,452,14,0
2023-12-31,2100,2,44,W,F,,0,R&D,2023-07-24,2,,3,159,5,0
2023-12-31,2101,2,28,B,C,,0,R&D,2023-03-05,5,,2,300,9,0
2023-12-31,2102,2,49,W,T,,1,Customer Support,2023-11-21,2,,4,39,1,0
2023-12-31,2103,2,46,H,F,2023-02-27,0,Sales 3,2022-11-20,1,6,4,98,3,0
2023-12-31,2104,1,29,A,P,,0,Operations 2,2022-12-30,5,,2,365,11,0
2023-12-31,2105,1,34,A,C,,0,Legal 2,2022-08-25,2,,2,492,16,0
2023-12-31,2106,2,31,A,F,,0,Finance,2022-05-11,2,,2,598,19,0
2023-12-31,2107,2,31,O,C,,1,IT 2,2023-11-27,5,,2,33,1,0
2023-12-31,2108,2,40,H,F,,0,Customer Support 3,2023-09-26,1,,3,95,3,0
2023-12-31,2109,2,24,W,I,2022-10-20,0,IT 4,2022-10-01,2,6,1,18,0,1
2023-12-31,2110,1,29,H,C,,0,IT,2022-11-15,2,,2,410,13,0
2023-12-31,2111,2,18,A,I,,0,IT,2021-08-11,2,,1,871,28,0
2023-12-31,2112,1,62,W,C,,0,Legal 3,2023-01-23,2,,5,341,11,0
2023-12-31,2113,2,27,B,F,2022-12-27,0,Customer Support 2,2022-06-16,2,1,2,193,6,0
2023-12-31,2114,1,26,H,F,,0,Executive 4,2021-08-03,1,,2,879,28,0
2023-12-31,2115,1,25,W,F,,0,Marketing 4,2023-06-19,5,,2,194,6,0
2023-12-31,2116,1,62,O,C,,0,Marketing 2,2020-01-24,3,,5,1436,47,0
2023-12-31,2117,1,30,O,C,2018-03-20,0,Sales 3,2018-01-01,2,5,2,78,2,1
2023-12-31,2118,2,40,W,F,,0,Sales 4,2023-09-06,3,,3,115,3,0
2023-12-31,2119,2,39,W,T,2023-12-31,1,IT,2023-12-06,2,9,3,24,0,1
2023-12-31,2120,2,31,W,F,2021-01-22,0,Sales 2,2020-04-26,2,1,2,271,8,0
2023-12-31,2121,2,33,W,F,,0,Operations,2023-02-08,3,,2,325,10,0
2023-12-31,2122,2,23,W,P,,1,Sales,2023-10-14,4,,1,77,2,0
2023-12-31,2123,2,36,W,F,,0,Sales 2,2022-02-10,3,,3,688,22,0
2023-12-31,2124,1,36,A,F,2021-02-24,0,Marketing,2020-08-14,2,8,3,194,6,0
2023-12-31,2125,2,40,A,F,,0,Sales,2022-12-08,2,,3,387,12,0
2023-12-31,2126,2,42,W,F,,0,IT,2023-05-04,2,,3,240,7,0
2023-12-31,2127,2,25,N,F,,0,Marketing 4,2023-02-20,2,,2,313,10,0
2023-12-31,2128,2,43,W,F,2023-12-31,0,IT,2023-06-21,2,8,3,192,6,0
2023-12-31,2129,2,38,H,F,2023-12-31,1,IT,2023-11-26,4,6,3,34,1,1
2023-12-31,2130,2,27,B,F,,0,Operations,2022-11-17,4,,2,408,13,0
2023-12-31,2131,1,42,W,F,,1,Customer Support 2,2023-11-20,5,,3,40,1,0
2023-12-31,2132,2,38,A,F,,0,IT 2,2022-11-20,2,,3,405,13,0
2023-12-31,2133,2,65,W,P,,0,Marketing 4,2022-12-11,5,,5,384,12,0
2023-12-31,2134,2,60,H,P,2022-06-06,0,Sales 2,2022-04-30,2,9,5,37,1,1
2023-12-31,2135,2,30,W,F,2021-12-31,0,Legal 3,2021-07-05,2,5,2,178,5,0
2023-12-31,2136,2,37,B,F,,0,Legal 2,2022-09-27,5,,3,459,15,0
2023-12-31,2137,1,60,A,F,2023-12-01,0,R&D,2023-09-21,5,3,5,70,2,1
2023-12-31,2138,1,29,W,P,,1,Legal 2,2023-11-23,1,,2,37,1,0
2023-12-31,2139,1,50,W,C,2023-12-31,0,IT 2,2023-04-10,2,3,4,264,8,0
2023-12-31,2140,1,32,W,P,,0,Operations,2023-01-01,1,,2,363,11,0
2023-12-31,2141,2,65,W,F,,0,Sales 4,2023-09-12,3,,5,109,3,0
2023-12-31,2142,2,29,B,F,,1,Marketing 2,2023-11-24,2,,2,36,1,0
2023-12-31,2143,2,40,H,C,,0,Legal 2,2023-08-29,5,,3,123,4,0
2023-12-31,2144,1,27,W,F,,0,Marketing 3,2022-10-15,2,,2,441,14,0
2023-12-31,2145,1,41,B,F,,1,Legal,2023-12-06,2,,3,24,0,0
2023-12-31,2146,1,26,W,F,,0,IT 4,2023-08-27,2,,2,125,4,0
2023-12-31,2147,1,47,A,P,,0,IT 2,2022-01-23,2,,4,706,23,0
2023-12-31,2148,1,45,W,P,,0,Sales 2,2023-09-02,2,,4,119,3,0
2023-12-31,2149,1,32,H,F,,0,Sales 3,2023-08-07,1,,2,145,4,0
2023-12-31,2150,2,37,W,F,,0,Operations 3,2022-09-10,3,,3,476,15,0
2023-12-31,2151,2,49,W,C,,0,Sales 2,2021-03-22,2,,4,1013,33,0
2023-12-31,2152,2,41,H,F,,0,Customer Support 2,2022-09-06,4,,3,480,15,0
2023-12-31,2153,3,30,A,T,,0,Sales 2,2023-03-19,2,,2,286,9,0
2023-12-31,2154,1,27,H,F,,0,Customer Support 3,2023-09-25,2,,2,96,3,0
2023-12-31,2155,1,43,A,F,,0,Marketing,2023-05-08,2,,3,236,7,0
2023-12-31,2156,2,27,T,P,,0,Legal,2023-06-24,2,,2,189,6,0
2023-12-31,2157,1,30,W,F,2023-11-14,1,IT 2,2023-10-21,2,6,2,24,0,1
2023-12-31,2158,1,30,O,T,,0,Marketing 2,2023-06-18,1,,2,195,6,0
2023-12-31,2159,2,54,W,F,,0,Sales 4,2022-03-14,3,,4,656,21,0
2023-12-31,2160,2,30,W,F,,0,Legal,2023-09-29,2,,2,92,3,0
2023-12-31,2161,1,49,W,C,,0,Sales,2022-02-02,3,,4,696,22,0
2023-12-31,2162,2,65,W,C,2023-12-23,1,Sales 4,2023-11-23,1,3,5,30,0,1
2023-12-31,2163,2,40,H,I,,0,IT 3,2023-07-03,1,,3,180,5,0
2023-12-31,2164,2,54,B,F,,0,Marketing,2022-08-21,2,,4,496,16,0
2023-12-31,2165,1,25,B,P,,1,Finance,2023-12-02,2,,2,28,0,0
2023-12-31,2166,2,30,H,F,2018-11-12,0,IT,2018-05-26,2,1,2,169,5,0
2023-12-31,2167,1,64,W,F,,0,Marketing,2018-05-09,2,,5,2061,67,0
2023-12-31,2168,2,63,W,I,2021-12-25,0,IT 2,2021-11-10,2,9,5,44,1,1
2023-12-31,2169,1,37,W,F,2021-09-10,0,R&D,2021-08-23,2,2,3,17,0,1
2023-12-31,2170,1,41,O,F,,0,Sales 4,2023-03-01,2,,3,304,9,0
2023-12-31,2171,2,42,T,F,,1,Sales 2,2023-10-14,3,,3,77,2,0
2023-12-31,2172,2,27,W,P,,0,Customer Support 2,2020-05-11,2,,2,1328,43,0
2023-12-31,2173,1,27,H,F,2021-06-29,0,Executive 4,2021-04-27,2,1,2,62,2,1
2023-12-31,2174,3,35,T,F,2023-11-14,0,Sales 3,2023-08-09,2,2,3,97,3,0
2023-12-31,2175,2,30,W,F,2023-12-31,0,Operations 3,2022-11-15,1,2,2,410,13,0
2023-12-31,2176,1,33,A,P,,0,IT 3,2023-04-01,2,,2,273,8,0
2023-12-31,2177,2,30,A,F,2018-08-06,0,Marketing,2018-02-03,2,9,2,183,6,0
2023-12-31,2178,1,36,A,F,,0,Customer Support 3,2021-07-08,1,,3,905,29,0
2023-12-31,2179,1,30,B,F,2023-12-31,1,Marketing 3,2023-11-22,2,6,2,38,1,1
2023-12-31,2180,2,43,B,I,,0,Operations 2,2022-04-30,1,,3,609,20,0
2023-12-31,2181,1,46,W,F,2021-08-06,0,IT 4,2021-01-21,3,7,4,196,6,0
2023-12-31,2182,2,41,W,F,,0,Sales 4,2023-06-01,5,,3,212,6,0
2023-12-31,2183,2,59,W,F,,0,Legal 3,2023-01-18,2,,5,346,11,0
2023-12-31,2184,1,34,H,F,,0,IT 4,2022-01-31,3,,2,698,22,0
2023-12-31,2185,4,44,W,F,,0,Legal 2,2022-10-11,5,,3,445,14,0
2023-12-31,2186,2,41,W,F,,0,IT 4,2022-10-11,2,,3,445,14,0
2023-12-31,2187,1,37,W,F,,1,Sales 3,2023-12-25,2,,3,5,0,0
2023-12-31,2188,1,37,W,C,2022-02-10,0,Sales 3,2022-01-07,2,8,3,33,1,1
2023-12-31,2189,1,28,W,F,,1,Operations 2,2023-12-09,4,,2,21,0,0
2023-12-31,2190,2,62,W,F,,0,Sales 3,2023-09-30,3,,5,91,2,0
2023-12-31,2191,2,25,T,F,,1,Legal 3,2023-12-15,1,,2,15,0,0
2023-12-31,2192,1,25,A,F,,0,Operations 2,2022-11-23,1,,2,402,13,0
2023-12-31,2193,2,44,W,C,,0,Legal 3,2021-04-15,3,,3,989,32,0
2023-12-31,2194,2,26,W,F,,0,IT,2023-05-09,5,,2,235,7,0
2023-12-31,2195,2,36,W,C,,0,IT 3,2022-12-21,2,,3,374,12,0
2023-12-31,2196,2,40,W,F,,0,Marketing 4,2021-01-16,3,,3,1078,35,0
2023-12-31,2197,2,23,B,F,2022-04-10,0,IT 2,2021-11-19,2,6,1,141,4,0
2023-12-31,2198,1,32,A,F,,0,IT 4,2022-10-01,2,,2,455,14,0
2023-12-31,2199,2,32,W,I,,0,IT 3,2020-03-22,4,,2,1378,45,0
2023-12-31,2200,1,55,W,F,2022-06-21,0,Sales 2,2022-03-17,2,5,5,95,3,0
2023-12-31,2201,1,45,T,F,2023-02-18,0,Operations,2022-08-08,1,2,4,193,6,0
2023-12-31,2202,1,28,A,F,,0,Sales,2021-01-15,1,,2,1079,35,0
2023-12-31,2203,1,30,W,F,,0,Sales,2019-11-24,3,,2,1497,49,0
2023-12-31,2204,2,42,N,F,,0,IT 3,2023-07-05,3,,3,178,5,0
2023-12-31,2205,2,38,H,F,,0,Sales 3,2023-09-24,3,,3,97,3,0
2023-12-31,2206,2,58,H,C,2023-12-31,1,IT,2023-10-14,2,3,5,77,2,1
2023-12-31,2207,1,61,H,F,2023-12-31,0,IT 4,2023-08-14,2,2,5,138,4,0
2023-12-31,2208,1,60,H,F,,0,IT 3,2023-06-24,5,,5,189,6,0
2023-12-31,2209,3,30,H,F,,0,HR,2021-04-20,2,,2,984,32,0
2023-12-31,2210,2,31,W,F,,0,Customer Support,2022-12-08,2,,2,387,12,0
2023-12-31,2211,1,41,N,F,,0,Sales 3,2021-02-14,3,,3,1049,34,0
2023-12-31,2212,1,22,A,F,,0,IT 3,2022-01-23,1,,1,706,23,0
2023-12-31,2213,2,40,T,F,,0,Operations 2,2020-02-04,2,,3,1425,46,0
2023-12-31,2214,2,45,N,C,,0,Executive,2018-12-15,4,,4,1841,60,0
2023-12-31,2215,2,40,A,F,,0,Legal 2,2023-08-02,2,,3,150,4,0
2023-12-31,2216,1,47,W,F,,0,Sales 2,2023-07-06,3,,4,177,5,0
2023-12-31,2217,2,24,A,F,2023-09-26,0,Sales 3,2023-07-16,3,2,1,72,2,1
2023-12-31,2218,1,36,W,F,2023-10-13,1,Marketing 3,2023-10-08,3,4,3,4,0,1
2023-12-31,2219,1,28,B,F,,0,Operations,2022-12-18,1,,2,377,12,0
2023-12-31,2220,1,36,W,F,2023-12-31,0,Customer Support 2,2023-09-06,3,9,3,115,3,0
2023-12-31,2221,2,41,W,I,,0,IT 4,2022-04-20,1,,3,619,20,0
2023-12-31,2222,2,34,W,F,2022-04-27,0,IT 2,2022-03-22,2,3,2,35,1,1
2023-12-31,2223,1,29,W,F,2022-07-23,0,Sales 4,2022-04-02,3,6,2,112,3,0
2023-12-31,2224,2,49,B,C,,1,Legal 2,2023-11-18,2,,4,42,1,0
2023-12-31,2225,1,65,A,I,2023-12-31,0,Customer Support,2023-09-03,3,5,5,118,3,0
2023-12-31,2226,2,25,T,P,,0,IT,2023-03-13,2,,2,292,9,0
2023-12-31,2227,2,26,A,T,,0,Marketing 3,2020-11-01,5,,2,1154,37,0
2023-12-31,2228,2,29,W,F,,0,IT 4,2023-05-31,2,,2,213,6,0
2023-12-31,2229,2,41,H,T,2020-12-09,0,Sales 4,2020-08-29,2,1,3,102,3,0
2023-12-31,2230,1,32,H,F,,0,Sales 3,2023-03-14,3,,2,291,9,0
2023-12-31,2231,1,40,W,P,,0,Sales 4,2020-10-31,3,,3,1155,37,0
2023-12-31,2232,2,24,A,F,,0,Marketing 3,2022-04-23,2,,1,616,20,0
2023-12-31,2233,1,37,O,F,,0,Operations 3,2021-11-17,1,,3,773,25,0
2023-12-31,2234,2,35,W,P,2022-11-29,0,IT 3,2021-11-23,3,4,3,370,12,0
2023-12-31,2235,2,29,B,F,,1,Customer Support,2023-11-19,2,,2,41,1,0
2023-12-31,2236,1,31,W,P,,0,Legal 2,2022-11-28,2,,2,397,13,0
2023-12-31,2237,2,40,B,F,,0,Marketing 2,2022-04-07,2,,3,632,20,0
2023-12-31,2238,2,42,W,F,,0,Operations,2021-12-18,3,,3,742,24,0
2023-12-31,2239,1,56,W,C,,0,IT 3,2022-06-18,2,,5,560,18,0
2023-12-31,2240,1,27,W,F,2020-02-18,0,Customer Support 3,2019-08-08,2,7,2,193,6,0
2023-12-31,2241,2,63,W,F,,0,Sales 2,2021-01-05,2,,5,1089,35,0
2023-12-31,2242,2,33,W,F,,1,Customer Support 3,2023-12-26,5,,2,4,0,0
2023-12-31,2243,2,42,W,C,,1,Legal,2023-10-29,2,,3,62,2,0
2023-12-31,2244,2,58,W,T,,0,IT 4,2023-03-07,2,,5,298,9,0
2023-12-31,2245,2,37,W,F,2023-12-31,1,IT,2023-12-14,2,3,3,16,0,1
2023-12-31,2246,1,26,T,F,,0,Sales,2021-03-12,3,,2,1023,33,0
2023-12-31,2247,1,40,B,F,,1,Marketing 2,2023-11-11,1,,3,49,1,0
2023-12-31,2248,2,44,T,F,,0,Operations 2,2022-11-03,3,,3,422,13,0
