date,employeeid,gender,age,ethnicgroup,fp,termdate,isnnewhire,bu,hiredate,paytypeid,termreason,agegroupid,tenuredays,tenuremonths,badhire
2023-12-31,2605,1,20,A,C,,0,Finance 2,2021-05-15,3,,1,960,31,0
2023-12-31,2606,1,30,T,C,,1,Sales,2023-12-09,1,,2,22,0,0
2023-12-31,2607,1,33,A,C,,0,Customer Support,2018-06-13,4,,2,2027,66,0
2023-12-31,2608,3,32,O,I,,0,Marketing 2,2023-04-19,3,,2,256,8,0
2023-12-31,2609,2,55,W,P,2023-12-09,1,Customer Support,2023-12-02,2,4,5,7,0,1
2023-12-31,2610,3,44,B,P,2022-03-19,0,Sales 3,2021-12-03,3,10,3,106,3,0
2023-12-31,2611,1,40,B,I,,0,Marketing,2019-04-06,3,,3,1730,56,0
2023-12-31,2612,2,42,W,F,,0,IT,2023-05-22,2,,3,223,7,0
2023-12-31,2613,3,20,T,P,,0,Sales 3,2018-05-23,1,,1,2048,67,0
2023-12-31,2614,3,54,B,I,,0,Customer Support,2018-09-16,3,,4,1932,63,0
2023-12-31,2615,1,37,T,I,,0,Marketing 2,2018-05-21,2,,3,2050,67,0
2023-12-31,2616,2,49,B,I,,0,Finance 2,2018-02-11,3,,4,2149,70,0
2023-12-31,2617,3,24,W,C,2022-12-18,0,Marketing 2,2021-06-07,1,10,1,559,18,0
2023-12-31,2618,1,58,A,F,,0,Finance 3,2022-03-14,4,,5,657,21,0
2023-12-31,2619,2,32,T,C,,0,Sales 3,2021-05-29,3,,2,946,31,0
2023-12-31,2620,3,48,T,F,2023-08-04,0,Finance 3,2023-07-31,3,10,4,4,0,1
2023-12-31,2621,2,53,N,C,,0,Finance,2019-08-11,3,,4,1603,52,0
2023-12-31,2622,3,44,O,I,2020-01-05,0,R&D 2,2018-06-19,3,3,3,565,18,0
2023-12-31,2623,1,36,H,F,,0,Sales 3,2023-05-14,1,,3,231,7,0
2023-12-31,2624,1,34,T,P,,0,Sales 3,2021-10-22,1,,2,800,26,0
2023-12-31,2625,2,45,W,I,,0,Sales,2020-04-24,4,,4,1346,44,0
2023-12-31,2626,2,26,O,C,2023-01-09,0,Sales 2,2018-10-28,3,2,2,1534,50,0
2023-12-31,2627,3,27,A,P,,0,Customer Support,2023-06-13,4,,2,201,6,0
2023-12-31,2628,1,40,N,P,,0,Operations,2023-03-06,1,,3,300,9,0
2023-12-31,2629,3,44,W,F,,0,Finance 2,2021-10-07,2,,3,815,26,0
2023-12-31,2630,2,58,N,P,,0,HR 2,2021-03-27,3,,5,1009,33,0
2023-12-31,2631,2,21,T,F,,0,Marketing 2,2020-03-01,1,,1,1400,45,0
2023-12-31,2632,1,29,A,P,,0,Customer Support,2023-09-17,2,,2,105,3,0
2023-12-31,2633,3,62,O,P,2021-12-22,0,Sales,2021-03-15,3,5,5,282,9,0
2023-12-31,2634,3,44,A,I,,0,Finance 2,2019-01-19,4,,3,1807,59,0
2023-12-31,2635,3,58,W,I,2023-02-23,0,Marketing 2,2022-05-25,3,1,5,274,9,0
2023-12-31,2636,1,59,B,C,,0,Sales 2,2021-07-02,3,,5,912,29,0
2023-12-31,2637,1,65,T,I,,0,HR 2,2019-06-30,1,,5,1645,54,0
2023-12-31,2638,1,33,W,C,,0,R&D 2,2020-07-05,4,,2,1274,41,0
2023-12-31,2639,1,59,W,I,,0,Marketing 2,2023-02-02,3,,5,332,10,0
2023-12-31,2640,1,43,B,I,,0,Finance 3,2022-05-22,1,,3,588,19,0
2023-12-31,2641,2,40,W,C,,0,Marketing 2,2019-02-28,1,,3,1767,58,0
2023-12-31,2642,3,44,H,C,,0,IT,2019-04-23,1,,3,1713,56,0
2023-12-31,2643,3,34,H,I,2022-08-10,0,Finance 3,2020-05-18,1,3,2,814,26,0
2023-12-31,2644,2,44,W,I,,0,Finance,2019-06-08,3,,3,1667,54,0
2023-12-31,2645,2,25,O,C,,0,Sales 2,2019-03-13,2,,2,1754,57,0
2023-12-31,2646,3,27,H,P,2023-09-08,0,Operations,2018-12-12,4,10,2,1731,56,0
2023-12-31,2647,2,22,H,C,,0,R&D,2019-10-02,1,,1,1551,50,0
2023-12-31,2648,2,28,N,F,,0,R&D,2023-02-18,2,,2,316,10,0
2023-12-31,2649,3,28,A,P,,0,Finance 3,2020-09-09,4,,2,1208,39,0
2023-12-31,2650,3,45,N,I,,0,Sales 3,2022-09-01,1,,4,486,15,0
2023-12-31,2651,2,44,N,C,,0,Marketing,2023-08-23,2,,3,130,4,0
2023-12-31,2652,3,21,B,I,2023-10-18,0,IT 2,2020-07-17,4,4,1,1188,39,0
2023-12-31,2653,2,22,H,I,,0,Sales 3,2023-09-24,1,,1,98,3,0
2023-12-31,2654,2,49,O,P,2020-02-06,0,R&D,2018-06-14,4,2,4,602,19,0
2023-12-31,2655,2,51,B,C,,0,Sales 2,2022-05-19,3,,4,591,19,0
2023-12-31,2656,3,58,H,I,,0,IT 2,2021-05-08,1,,5,967,31,0
2023-12-31,2657,3,56,B,I,,0,Operations,2018-06-08,2,,5,2032,66,0
2023-12-31,2658,2,54,T,F,,0,Marketing 2,2018-09-27,1,,4,1921,63,0
2023-12-31,2659,1,40,W,F,,0,Marketing 2,2019-10-13,3,,3,1540,50,0
2023-12-31,2660,3,64,B,F,,0,IT 2,2019-10-01,3,,5,1552,50,0
2023-12-31,2661,2,41,H,C,,0,Sales 2,2018-04-30,2,,3,2071,68,0
2023-12-31,2662,1,27,T,I,2020-05-04,0,Sales 2,2018-10-07,1,6,2,575,18,0
2023-12-31,2663,2,54,N,F,,0,Operations,2019-06-22,2,,4,1653,54,0
2023-12-31,2664,2,64,B,F,2023-11-30,0,HR 2,2021-06-03,3,10,5,910,29,0
2023-12-31,2665,1,63,N,I,2022-04-17,0,Marketing 2,2020-06-03,2,6,5,683,22,0
2023-12-31,2666,2,31,H,F,,0,Sales 3,2020-03-10,3,,2,1391,45,0
2023-12-31,2667,1,29,T,P,2023-07-04,0,Sales 3,2021-01-30,1,4,2,885,29,0
2023-12-31,2668,3,35,O,I,,0,HR,2022-09-03,1,,3,484,15,0
2023-12-31,2669,3,44,N,F,2020-07-27,0,Finance 2,2018-11-19,4,7,3,616,20,0
2023-12-31,2670,2,38,H,P,,0,Sales 3,2023-06-03,2,,3,211,6,0
2023-12-31,2671,1,30,W,F,,0,HR 2,2022-07-01,4,,2,548,18,0
2023-12-31,2672,3,20,N,C,,0,Sales 2,2019-10-10,1,,1,1543,50,0
2023-12-31,2673,2,56,H,F,,0,HR,2020-09-23,3,,5,1194,39,0
2023-12-31,2674,1,21,N,C,,0,Marketing 2,2021-08-16,4,,1,867,28,0
2023-12-31,2675,2,24,O,C,,0,IT 2,2018-06-06,1,,1,2034,66,0
2023-12-31,2676,2,51,A,C,,0,Operations,2023-05-26,3,,4,219,7,0
2023-12-31,2677,2,60,T,I,,0,Sales 3,2020-02-11,3,,5,1419,46,0
2023-12-31,2678,3,56,N,C,2023-12-02,0,Finance 3,2022-10-28,3,7,5,400,13,0
2023-12-31,2679,1,41,W,F,,0,Finance,2018-10-01,3,,3,1917,62,0
2023-12-31,2680,2,39,W,P,2023-05-26,0,Finance,2021-07-05,1,7,3,690,22,0
2023-12-31,2681,3,58,W,C,,0,IT,2021-07-26,3,,5,888,29,0
2023-12-31,2682,3,59,O,P,,0,Sales 3,2020-01-25,4,,5,1436,47,0
2023-12-31,2683,1,26,H,C,,0,Sales 3,2023-05-11,4,,2,234,7,0
2023-12-31,2684,3,58,N,I,2023-09-13,0,Operations,2023-05-19,4,7,5,117,3,0
2023-12-31,2685,3,60,A,P,2021-01-01,0,R&D,2020-02-16,3,10,5,320,10,0
2023-12-31,2686,1,36,N,F,,0,Finance,2018-02-24,3,,3,2136,70,0
2023-12-31,2687,1,26,N,C,,0,Sales,2018-09-26,1,,2,1922,63,0
2023-12-31,2688,3,35,W,F,,0,Sales 3,2022-02-26,2,,3,673,22,0
2023-12-31,2689,3,44,W,F,,0,Marketing 2,2020-11-14,4,,3,1142,37,0
2023-12-31,2690,1,33,O,I,,0,IT,2019-09-11,4,,2,1572,51,0
2023-12-31,2691,3,65,O,I,,0,Sales 3,2020-01-18,4,,5,1443,47,0
2023-12-31,2692,1,37,O,F,,0,Marketing,2019-08-19,2,,3,1595,52,0
2023-12-31,2693,3,35,T,C,,0,Customer Support,2020-09-05,4,,3,1212,39,0
2023-12-31,2694,2,27,H,C,,0,Customer Support,2023-07-24,2,,2,160,5,0
2023-12-31,2695,1,26,B,F,2023-09-12,0,Finance 2,2019-04-04,2,6,2,1622,53,0
2023-12-31,2696,1,45,O,P,2023-08-05,0,R&D,2023-03-29,2,8,4,129,4,0
2023-12-31,2697,1,62,N,C,,0,Finance,2022-05-12,3,,5,598,19,0
2023-12-31,2698,1,36,A,F,2023-12-19,0,R&D,2020-09-05,2,4,3,1200,39,0
2023-12-31,2699,1,39,A,F,,0,Operations,2018-12-18,3,,3,1839,60,0
2023-12-31,2700,3,33,H,F,,0,Marketing 2,2018-04-19,4,,2,2082,68,0
2023-12-31,2701,1,29,N,I,,0,Sales 2,2018-10-08,4,,2,1910,62,0
2023-12-31,2702,2,62,T,F,,0,R&D,2019-08-01,2,,5,1613,52,0
2023-12-31,2703,2,50,W,P,,0,IT 2,2020-06-14,2,,4,1295,42,0
2023-12-31,2704,2,41,H,I,,0,Operations,2019-02-17,1,,3,1778,58,0
2023-12-31,2705,3,27,B,C,,1,Sales 3,2023-12-04,4,,2,27,0,0
2023-12-31,2706,2,22,W,P,,0,Marketing,2022-10-22,2,,1,435,14,0
2023-12-31,2707,3,45,H,C,,0,R&D,2022-12-22,3,,4,374,12,0
2023-12-31,2708,1,28,A,P,,0,Finance 3,2019-10-11,1,,2,1542,50,0
2023-12-31,2709,2,28,O,P,2023-09-09,0,R&D 2,2019-06-14,4,4,2,1548,50,0
2023-12-31,2710,2,48,H,P,,0,Marketing 2,2023-02-18,4,,4,316,10,0
2023-12-31,2711,3,56,A,C,,0,IT,2022-03-05,4,,5,666,21,0
2023-12-31,2712,2,38,W,F,,0,Sales 2,2019-07-14,1,,3,1631,53,0
2023-12-31,2713,2,45,W,C,2021-11-24,0,Sales 2,2019-08-29,2,2,4,818,26,0
2023-12-31,2714,1,56,N,C,,0,Customer Support,2020-03-26,2,,5,1375,45,0
2023-12-31,2715,2,19,O,I,,0,Sales 3,2018-07-25,4,,1,1985,65,0
2023-12-31,2716,1,58,T,P,,0,IT 2,2021-11-18,2,,5,773,25,0
2023-12-31,2717,2,32,T,P,,0,Finance 3,2020-04-15,2,,2,1355,44,0
2023-12-31,2718,3,62,O,C,2021-12-18,0,HR,2021-12-08,2,2,5,10,0,1
2023-12-31,2719,3,44,B,C,2023-08-26,0,Finance 2,2022-05-10,4,5,3,473,15,0
2023-12-31,2720,3,45,B,I,,0,R&D,2021-05-06,2,,4,969,31,0
2023-12-31,2721,2,38,H,P,,0,R&D 2,2022-09-15,3,,3,472,15,0
2023-12-31,2722,1,24,T,F,2022-06-26,0,Operations,2021-01-18,3,7,1,524,17,0
2023-12-31,2723,3,51,O,P,,0,HR,2018-06-08,2,,4,2032,66,0
2023-12-31,2724,1,33,N,C,,0,Operations,2019-01-09,1,,2,1817,59,0
2023-12-31,2725,2,53,W,C,,1,Finance 3,2023-11-14,2,,4,47,1,0
2023-12-31,2726,2,55,O,I,,0,HR 2,2021-11-02,1,,5,789,25,0
2023-12-31,2727,3,36,O,I,,0,IT,2020-12-16,3,,3,1110,36,0
2023-12-31,2728,1,21,W,F,2023-09-09,0,Marketing 2,2020-08-10,4,9,1,1125,36,0
2023-12-31,2729,1,63,W,I,,0,Marketing 2,2022-11-18,3,,5,408,13,0
2023-12-31,2730,3,49,T,F,,0,Finance,2022-09-08,1,,4,479,15,0
2023-12-31,2731,1,61,O,C,,0,Marketing,2018-07-04,3,,5,2006,65,0
2023-12-31,2732,1,29,O,C,,0,Finance,2023-08-27,3,,2,126,4,0
2023-12-31,2733,2,22,N,I,2021-07-08,0,Sales 3,2019-09-10,4,9,1,667,21,0
2023-12-31,2734,3,36,B,P,2021-02-25,0,R&D 2,2020-07-29,3,7,3,211,6,0
2023-12-31,2735,1,35,W,C,2020-10-22,0,Sales 3,2020-08-12,3,8,3,71,2,1
2023-12-31,2736,1,20,T,F,,0,Sales 3,2021-10-19,1,,1,803,26,0
2023-12-31,2737,1,45,O,P,,0,Marketing,2019-09-18,3,,4,1565,51,0
2023-12-31,2738,3,51,W,C,,0,Finance 2,2019-09-22,2,,4,1561,51,0
2023-12-31,2739,1,53,N,P,2022-11-23,0,Marketing 2,2022-06-08,2,5,4,168,5,0
2023-12-31,2740,1,25,A,C,,0,Marketing,2022-09-02,1,,2,485,15,0
2023-12-31,2741,3,25,H,C,,0,Marketing,2023-04-18,1,,2,257,8,0
2023-12-31,2742,1,49,T,F,2023-05-08,0,R&D 2,2023-01-16,4,4,4,112,3,0
2023-12-31,2743,3,60,W,F,,0,Sales,2020-04-08,3,,5,1362,44,0
2023-12-31,2744,3,60,H,C,,0,R&D,2021-06-09,3,,5,935,30,0
2023-12-31,2745,3,42,O,I,,0,IT 2,2020-01-09,1,,3,1452,47,0
2023-12-31,2746,3,34,A,F,,0,Marketing,2018-03-27,4,,2,2105,69,0
2023-12-31,2747,3,59,A,F,2022-11-19,0,Finance,2022-05-28,1,4,5,175,5,0
2023-12-31,2748,1,54,H,F,,0,HR,2018-05-22,3,,4,2049,67,0
2023-12-31,2749,1,48,A,C,,0,HR,2022-04-06,2,,4,634,20,0
2023-12-31,2750,1,23,O,F,,0,Sales,2023-04-14,4,,1,261,8,0
2023-12-31,2751,3,45,O,I,2023-10-18,0,R&D 2,2022-06-05,2,1,4,500,16,0
2023-12-31,2752,3,41,O,I,,0,R&D 2,2018-03-20,2,,3,2112,69,0
2023-12-31,2753,2,22,W,F,,0,Customer Support,2018-08-03,4,,1,1976,64,0
2023-12-31,2754,3,58,B,C,2022-06-07,0,Sales 3,2021-07-16,1,6,5,326,10,0
2023-12-31,2755,1,55,O,C,,0,Sales 3,2023-08-02,4,,5,151,4,0
2023-12-31,2756,1,40,N,F,,0,Marketing,2023-09-25,4,,3,97,3,0
2023-12-31,2757,1,19,T,P,,0,HR 2,2020-12-22,4,,1,1104,36,0
2023-12-31,2758,1,42,W,P,2020-03-31,0,Marketing,2019-06-17,3,8,3,288,9,0
2023-12-31,2759,2,65,O,C,2023-08-23,0,HR,2023-08-23,4,9,5,0,0,1
2023-12-31,2760,3,59,W,P,,0,Sales,2018-11-17,4,,5,1870,61,0
2023-12-31,2761,2,62,N,F,,0,Sales,2021-05-08,4,,5,967,31,0
2023-12-31,2762,3,64,N,P,,0,R&D,2020-12-27,3,,5,1099,36,0
2023-12-31,2763,1,55,W,I,,0,HR 2,2018-03-20,4,,5,2112,69,0
2023-12-31,2764,2,60,B,P,,0,Operations,2021-08-06,1,,5,877,28,0
2023-12-31,2765,2,47,T,P,,0,Sales 2,2021-06-02,3,,4,942,30,0
2023-12-31,2766,2,28,B,C,,1,Marketing,2023-11-13,3,,2,48,1,0
2023-12-31,2767,3,20,N,P,,0,Marketing 2,2019-09-08,2,,1,1575,51,0
2023-12-31,2768,1,49,N,I,,0,Marketing,2022-04-03,3,,4,637,20,0
2023-12-31,2769,3,40,A,F,2022-09-07,0,Customer Support,2021-11-17,4,3,3,294,9,0
2023-12-31,2770,1,36,H,P,,0,IT 2,2021-02-08,4,,3,1056,34,0
2023-12-31,2771,1,34,T,P,2023-11-27,1,Sales,2023-11-25,1,1,2,2,0,1
2023-12-31,2772,1,50,A,C,2022-12-11,0,Customer Support,2020-05-13,4,3,4,942,30,0
2023-12-31,2773,2,20,O,C,,0,R&D,2020-11-23,2,,1,1133,37,0
2023-12-31,2774,3,51,W,P,,0,Finance,2019-01-13,2,,4,1813,59,0
2023-12-31,2775,3,21,W,I,,0,Sales 2,2019-05-18,1,,1,1688,55,0
2023-12-31,2776,1,48,N,I,2023-08-23,0,R&D 2,2021-08-16,2,4,4,737,24,0
2023-12-31,2777,3,46,H,I,2023-06-22,0,Operations,2019-04-12,4,5,4,1532,50,0
2023-12-31,2778,1,61,B,I,,0,Finance 3,2020-11-22,2,,5,1134,37,0
2023-12-31,2779,2,20,A,P,,0,Sales 3,2019-01-09,1,,1,1817,59,0
2023-12-31,2780,1,18,W,P,,0,Operations,2022-10-21,2,,1,436,14,0
2023-12-31,2781,2,40,O,P,2021-07-03,0,Sales,2021-01-08,1,10,3,176,5,0
2023-12-31,2782,3,29,N,C,,0,Sales 3,2020-11-10,3,,2,1146,37,0
2023-12-31,2783,3,59,N,C,2023-10-15,0,Finance 2,2022-07-19,3,1,5,453,14,0
2023-12-31,2784,1,35,H,F,,0,Operations,2022-07-16,3,,3,533,17,0
2023-12-31,2785,1,30,W,P,,0,HR 2,2018-07-06,3,,2,2004,65,0
2023-12-31,2786,2,26,H,C,,0,Operations,2018-10-09,4,,2,1909,62,0
2023-12-31,2787,2,21,B,P,,0,HR 2,2022-10-23,4,,1,434,14,0
2023-12-31,2788,2,27,T,I,,0,Customer Support,2023-08-20,3,,2,133,4,0
2023-12-31,2789,1,23,N,I,,0,Finance 2,2021-10-24,1,,1,798,26,0
2023-12-31,2790,2,40,O,C,,0,Operations,2021-11-11,2,,3,780,25,0
2023-12-31,2791,2,40,B,C,,0,Marketing,2022-05-03,1,,3,607,19,0
2023-12-31,2792,1,52,B,C,,0,IT 2,2020-02-04,1,,4,1426,46,0
2023-12-31,2793,1,28,A,F,,0,HR,2022-04-18,4,,2,622,20,0
2023-12-31,2794,1,24,T,F,2020-08-11,0,Finance 2,2018-08-25,4,10,1,717,23,0
2023-12-31,2795,2,38,B,I,,0,Operations,2020-08-25,1,,3,1223,40,0
2023-12-31,2796,1,30,A,F,,0,HR 2,2020-06-17,3,,2,1292,42,0
2023-12-31,2797,2,48,N,F,,0,Marketing 2,2019-07-24,3,,4,1621,53,0
2023-12-31,2798,1,65,T,C,,0,HR,2018-05-03,2,,5,2068,67,0
2023-12-31,2799,3,37,W,C,,0,Sales 3,2020-10-05,3,,3,1182,38,0
2023-12-31,2800,1,22,W,I,,0,Marketing,2019-04-06,3,,1,1730,56,0
2023-12-31,2801,3,29,T,C,2023-01-05,0,Sales 3,2022-12-14,2,7,2,22,0,1
2023-12-31,2802,2,65,H,C,,0,Finance 2,2021-08-01,1,,5,882,28,0
2023-12-31,2803,2,48,N,F,,0,HR,2023-09-26,2,,4,96,3,0
2023-12-31,2804,3,61,B,P,,0,Finance,2020-10-08,3,,5,1179,38,0
2023-12-31,2805,3,55,N,P,,0,R&D 2,2022-11-25,1,,5,401,13,0
2023-12-31,2806,2,50,B,C,,0,Finance 3,2018-01-29,1,,4,2162,71,0
2023-12-31,2807,2,59,O,F,,0,Finance 3,2021-07-11,4,,5,903,29,0
2023-12-31,2808,1,56,T,P,,0,Finance,2018-08-22,3,,5,1957,64,0
2023-12-31,2809,1,33,T,I,2023-11-04,0,Finance 3,2023-03-24,2,3,2,225,7,0
2023-12-31,2810,2,40,B,F,,0,IT 2,2021-03-09,1,,3,1027,33,0
2023-12-31,2811,1,40,W,P,2022-04-23,0,R&D 2,2021-02-25,4,10,3,422,13,0
2023-12-31,2812,2,55,H,I,,0,Sales,2022-04-12,2,,5,628,20,0
2023-12-31,2813,1,20,H,P,2023-10-27,0,Customer Support,2023-05-22,1,10,1,158,5,0
2023-12-31,2814,3,38,O,F,,0,Finance 2,2019-10-23,2,,3,1530,50,0
2023-12-31,2815,2,30,A,F,,0,Marketing,2023-05-30,3,,2,215,7,0
2023-12-31,2816,1,51,A,C,,0,HR 2,2020-10-02,2,,4,1185,38,0
2023-12-31,2817,3,22,N,C,,0,R&D,2021-06-25,2,,1,919,30,0
2023-12-31,2818,3,64,O,F,,0,HR,2022-09-18,1,,5,469,15,0
2023-12-31,2819,1,26,O,C,,0,Operations,2023-03-01,2,,2,305,10,0
2023-12-31,2820,3,49,B,P,,0,Finance 2,2022-09-13,1,,4,474,15,0
2023-12-31,2821,3,35,A,I,,1,Finance,2023-10-22,1,,3,70,2,0
2023-12-31,2822,2,59,A,P,2023-12-20,1,IT,2023-12-18,2,1,5,2,0,1
2023-12-31,2823,2,25,T,F,,0,IT,2020-03-23,4,,2,1378,45,0
2023-12-31,2824,1,33,B,F,,0,Finance,2022-03-18,3,,2,653,21,0
2023-12-31,2825,2,59,W,I,,0,Finance,2019-08-20,4,,5,1594,52,0
2023-12-31,2826,2,50,H,P,,0,Finance 3,2018-11-28,1,,4,1859,61,0
2023-12-31,2827,3,39,A,F,,0,IT 2,2020-11-08,3,,3,1148,37,0
2023-12-31,2828,1,59,O,P,2018-05-15,0,Sales 3,2018-02-18,2,9,5,86,2,1
2023-12-31,2829,1,63,N,I,,0,Sales 3,2020-10-11,3,,5,1176,38,0
2023-12-31,2830,3,40,W,I,,0,Marketing 2,2020-05-13,2,,3,1327,43,0
2023-12-31,2831,1,34,A,I,2023-12-10,0,Finance 3,2023-08-07,4,4,2,125,4,0
2023-12-31,2832,3,47,N,F,,0,Sales 3,2019-06-18,1,,4,1657,54,0
2023-12-31,2833,3,23,W,F,,0,Finance,2023-08-12,2,,1,141,4,0
2023-12-31,2834,1,39,W,F,,0,Finance 2,2020-05-28,2,,3,1312,43,0
2023-12-31,2835,1,47,O,C,,0,Finance,2020-12-04,2,,4,1122,36,0
2023-12-31,2836,3,37,N,I,,0,Customer Support,2019-08-23,1,,3,1591,52,0
2023-12-31,2837,1,58,H,F,,0,Finance 3,2023-03-07,4,,5,299,9,0
2023-12-31,2838,3,52,O,C,,0,Sales 2,2020-01-05,4,,4,1456,47,0
2023-12-31,2839,2,41,N,P,,0,Operations,2023-06-25,2,,3,189,6,0
2023-12-31,2840,2,62,T,P,,0,R&D,2019-10-30,3,,5,1523,50,0
2023-12-31,2841,1,23,N,P,,0,IT,2018-11-25,3,,1,1862,61,0
2023-12-31,2842,3,42,T,F,,0,Finance 3,2020-10-16,1,,3,1171,38,0
2023-12-31,2843,3,56,O,F,,0,Finance,2018-08-02,1,,5,1977,64,0
2023-12-31,2844,2,46,N,C,,0,HR 2,2021-12-06,3,,4,755,24,0
2023-12-31,2845,1,64,B,C,,1,IT 2,2023-12-13,2,,5,18,0,0
2023-12-31,2846,1,18,A,I,,0,Marketing,2023-06-17,1,,1,197,6,0
2023-12-31,2847,3,41,W,P,,0,IT 2,2021-01-26,4,,3,1069,35,0
2023-12-31,2848,1,45,N,C,,0,IT,2019-03-02,3,,4,1765,57,0
2023-12-31,2849,1,40,W,F,,0,R&D 2,2022-11-25,2,,3,401,13,0
2023-12-31,2850,1,33,O,I,2022-01-16,0,Operations,2021-05-07,2,4,2,254,8,0
2023-12-31,2851,2,18,H,I,,0,Marketing,2018-07-09,2,,1,2001,65,0
2023-12-31,2852,3,61,T,I,2022-01-21,0,IT,2020-10-24,1,4,5,454,14,0
2023-12-31,2853,1,33,W,I,,0,Finance,2021-04-05,3,,2,1000,32,0
2023-12-31,2854,3,37,O,C,,0,IT,2019-12-16,1,,3,1476,48,0
2023-12-31,2855,2,21,T,I,2021-03-29,0,Marketing,2019-08-31,2,6,1,576,18,0
2023-12-31,2856,3,41,A,F,,0,Sales,2022-02-23,1,,3,676,22,0
2023-12-31,2857,3,56,W,I,,0,R&D 2,2020-08-11,2,,5,1237,40,0
2023-12-31,2858,2,22,O,P,,0,R&D 2,2021-04-14,3,,1,991,32,0
2023-12-31,2859,1,40,N,F,,0,Sales 2,2019-03-08,1,,3,1759,57,0
2023-12-31,2860,3,65,H,C,,0,IT,2022-12-23,4,,5,373,12,0
2023-12-31,2861,2,27,H,C,,0,Finance 3,2021-03-13,1,,2,1023,33,0
2023-12-31,2862,3,49,B,F,,0,R&D,2020-03-02,2,,4,1399,45,0
2023-12-31,2863,1,42,W,I,,0,Customer Support,2023-07-03,2,,3,181,5,0
2023-12-31,2864,3,29,T,C,,0,Marketing 2,2021-04-09,4,,2,996,32,0
2023-12-31,2865,1,64,T,F,2020-03-08,0,HR 2,2020-02-14,3,1,5,23,0,1
2023-12-31,2866,2,28,N,C,2021-07-03,0,Sales 2,2021-02-23,2,1,2,130,4,0
2023-12-31,2867,2,35,O,P,,0,Sales 3,2018-01-27,3,,3,2164,71,0
2023-12-31,2868,1,42,T,P,,0,Marketing 2,2023-07-31,4,,3,153,5,0
2023-12-31,2869,1,60,A,F,,0,Marketing,2020-05-02,3,,5,1338,43,0
2023-12-31,2870,1,30,H,I,2023-12-05,0,IT 2,2022-07-09,2,8,2,514,16,0
2023-12-31,2871,2,53,T,P,,0,HR,2019-10-16,2,,4,1537,50,0
2023-12-31,2872,3,62,A,P,,0,Sales 2,2022-03-21,2,,5,650,21,0
2023-12-31,2873,2,56,O,C,,0,HR,2019-01-15,1,,5,1811,59,0
2023-12-31,2874,2,19,B,F,,0,Sales,2019-03-20,4,,1,1747,57,0
2023-12-31,2875,3,51,O,I,,0,Sales,2022-08-13,1,,4,505,16,0
2023-12-31,2876,1,43,W,I,,0,R&D,2022-12-27,3,,3,369,12,0
2023-12-31,2877,3,46,B,I,,0,R&D 2,2018-01-30,3,,4,2161,70,0
2023-12-31,2878,3,25,W,P,,0,Finance,2019-08-13,2,,2,1601,52,0
2023-12-31,2879,2,28,A,P,,0,Sales,2020-07-12,3,,2,1267,41,0
2023-12-31,2880,1,53,N,F,2023-10-20,0,HR 2,2020-11-16,1,8,4,1068,35,0
2023-12-31,2881,1,28,W,P,,0,Sales,2020-05-18,1,,2,1322,43,0
2023-12-31,2882,2,41,N,P,2021-07-19,0,R&D 2,2019-01-31,1,10,3,900,29,0
2023-12-31,2883,1,21,W,I,,0,Finance,2018-12-08,1,,1,1849,60,0
2023-12-31,2884,2,60,O,F,,0,Marketing,2020-05-03,2,,5,1337,43,0
2023-12-31,2885,3,63,T,C,,0,Customer Support,2022-05-23,2,,5,587,19,0
2023-12-31,2886,2,50,B,C,2020-02-24,0,IT 2,2019-11-13,1,4,4,103,3,0
2023-12-31,2887,2,56,B,F,,0,Sales,2020-05-21,2,,5,1319,43,0
2023-12-31,2888,1,63,B,P,,0,R&D 2,2023-07-23,3,,5,161,5,0
2023-12-31,2889,2,45,B,I,,0,IT 2,2023-05-19,3,,4,226,7,0
2023-12-31,2890,3,44,O,C,2023-04-14,0,R&D 2,2018-12-28,4,6,3,1568,51,0
2023-12-31,2891,1,27,B,I,,0,R&D 2,2019-08-27,3,,2,1587,52,0
2023-12-31,2892,2,44,T,P,2022-08-23,0,Finance,2020-09-01,1,2,3,721,23,0
2023-12-31,2893,2,26,N,I,2021-10-18,0,Marketing 2,2019-11-28,2,2,2,690,22,0
2023-12-31,2894,3,46,O,P,2020-11-03,0,Operations,2019-08-08,2,3,4,453,14,0
2023-12-31,2895,1,44,T,P,2022-08-17,0,Finance,2018-06-22,2,3,3,1517,49,0
2023-12-31,2896,3,51,B,F,,0,Sales 3,2020-08-23,2,,4,1225,40,0
2023-12-31,2897,3,32,O,F,,0,Finance 2,2022-01-01,1,,2,729,23,0
2023-12-31,2898,3,58,O,C,,0,Operations,2018-02-14,3,,5,2146,70,0
2023-12-31,2899,2,59,O,P,,0,Finance 2,2023-08-13,2,,5,140,4,0
2023-12-31,2900,3,23,A,F,,0,IT,2023-01-10,4,,1,355,11,0
2023-12-31,2901,3,43,T,F,,0,IT,2019-02-05,2,,3,1790,58,0
2023-12-31,2902,2,24,W,F,2022-06-14,0,IT,2022-06-12,4,4,1,2,0,1
2023-12-31,2903,1,28,N,P,2021-11-12,0,Finance 2,2021-10-04,2,1,2,39,1,1
2023-12-31,2904,1,19,W,F,,0,HR 2,2021-08-13,2,,1,870,28,0
2023-12-31,2905,3,29,B,C,,0,Finance 2,2020-11-08,2,,2,1148,37,0
