Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
K-56070,2505,-460,5,Groceries,Fresh Produce,M-Pesa
K-56070,53814,17239,6,Furniture,Office,Bank Transfer
K-56070,1995,36,1,Clothing,Formal Wear,Bank Transfer
K-34996,72524,19179,8,Furniture,Kitchen,Bank Transfer
K-34996,48003,2086,6,Furniture,Outdoor,Cash on Delivery
K-64512,15830,3655,3,Electronics,Mobile Phones,Cash on Delivery
K-64512,7510,-507,1,Furniture,Bedroom,M-Pesa
K-64512,5426,-443,3,Clothing,Casual Wear,M-Pesa
K-64512,455,-129,1,Groceries,Snacks,Airtel Money
K-64512,56053,-7836,10,Electronics,TVs,Airtel Money
K-80296,4516,-388,2,Clothing,Sportswear,Bank Transfer
K-89769,63394,4901,8,Furniture,Outdoor,M-Pesa
K-97047,4886,887,1,Electronics,Appliances,Cash on Delivery
K-44653,11231,2124,10,Beauty,Haircare,Airtel Money
K-44653,47047,13319,5,Furniture,Office,M-Pesa
K-44653,22287,-1039,10,Clothing,Traditional Wear,Bank Transfer
K-79848,17735,5529,10,Clothing,Sportswear,Airtel Money
K-79848,3679,48,8,Groceries,Household,Airtel Money
K-34631,13009,3039,8,Clothing,Accessories,Bank Transfer
K-83314,21013,5825,3,Furniture,Living Room,Cash on Delivery
K-83314,3411,-20,7,Groceries,Fresh Produce,Airtel Money
K-19791,8740,2092,2,Electronics,TVs,M-Pesa
K-19791,33829,-1511,6,Electronics,TVs,M-Pesa
K-19791,4088,-5,5,Beauty,Skincare,M-Pesa
K-19791,3902,-404,8,Groceries,Fresh Produce,Credit Card
K-89735,18719,-2461,2,Furniture,Outdoor,Bank Transfer
K-81696,3291,916,2,Clothing,Traditional Wear,M-Pesa
K-81696,47181,11882,7,Furniture,Living Room,Cash on Delivery
K-81696,14592,-1588,2,Furniture,Kitchen,M-Pesa
K-81696,23445,1172,4,Electronics,Mobile Phones,M-Pesa
K-10162,39751,4231,5,Furniture,Kitchen,M-Pesa
K-10162,4426,-58,8,Groceries,Cereals,Airtel Money
K-10162,55756,15408,6,Furniture,Outdoor,Airtel Money
K-10162,7403,1599,9,Beauty,Skincare,Bank Transfer
K-10162,4017,595,7,Groceries,Snacks,Cash on Delivery
K-54500,1795,45,2,Beauty,Fragrances,M-Pesa
K-54500,80391,8188,9,Furniture,Living Room,Bank Transfer
K-54500,1192,446,1,Beauty,Skincare,Cash on Delivery
K-62408,2681,-171,5,Groceries,Household,Airtel Money
K-62408,4756,-1087,10,Groceries,Household,Bank Transfer
K-18117,2208,-474,5,Groceries,Household,M-Pesa
K-18117,4155,-996,1,Electronics,Appliances,Bank Transfer
K-18117,11165,-294,5,Clothing,Casual Wear,M-Pesa
K-18117,14809,-3471,7,Clothing,Traditional Wear,Bank Transfer
K-18117,2888,-470,5,Groceries,Beverages,Airtel Money
K-77246,11277,4251,10,Beauty,Skincare,Airtel Money
K-77246,44336,3937,5,Furniture,Bedroom,Airtel Money
K-77246,4981,-418,9,Groceries,Beverages,Cash on Delivery
K-77246,28803,1694,5,Electronics,Appliances,Cash on Delivery
K-77246,73974,10422,10,Furniture,Living Room,Cash on Delivery
K-67752,1048,-44,2,Groceries,Snacks,Bank Transfer
K-67752,16348,-3854,3,Electronics,TVs,Airtel Money
K-67752,1707,347,3,Groceries,Cereals,Cash on Delivery
K-66268,58160,-7239,10,Electronics,Laptops,Credit Card
K-66268,58396,20379,10,Electronics,Mobile Phones,Airtel Money
K-41896,11789,1420,7,Clothing,Casual Wear,M-Pesa
K-14243,25997,1703,6,Electronics,Mobile Phones,Cash on Delivery
K-14243,45480,11415,9,Electronics,TVs,Credit Card
K-14243,56364,10936,6,Furniture,Office,M-Pesa
K-61468,15104,5364,2,Furniture,Office,M-Pesa
K-61468,53334,-10310,6,Furniture,Living Room,Credit Card
K-37298,428,-27,1,Groceries,Household,Airtel Money
K-26755,1656,37,3,Groceries,Household,Bank Transfer
K-15175,11577,957,7,Clothing,Accessories,M-Pesa
K-15175,4047,237,4,Beauty,Makeup,Bank Transfer
K-15175,29714,7954,7,Electronics,Laptops,Bank Transfer
K-15175,1736,301,2,Beauty,Makeup,Credit Card
K-35046,68784,-15654,9,Furniture,Kitchen,Credit Card
K-35046,67380,10431,10,Furniture,Kitchen,Airtel Money
K-35046,4329,26,1,Electronics,Mobile Phones,Bank Transfer
K-88507,1048,103,1,Beauty,Haircare,Credit Card
K-88507,13225,477,2,Furniture,Outdoor,Cash on Delivery
K-98189,4397,689,9,Groceries,Beverages,Cash on Delivery
K-98189,10737,4228,10,Beauty,Haircare,M-Pesa
K-98189,9141,-1541,1,Furniture,Kitchen,Credit Card
K-82855,6636,-26,7,Beauty,Fragrances,Cash on Delivery
K-82855,63833,6575,8,Furniture,Living Room,M-Pesa
K-82855,59162,7113,7,Furniture,Kitchen,Cash on Delivery
K-82855,4711,-1242,10,Groceries,Fresh Produce,Bank Transfer
K-42349,35902,8856,4,Furniture,Outdoor,Cash on Delivery
K-42349,46954,12819,8,Electronics,Appliances,Cash on Delivery
K-75839,441,-66,1,Groceries,Snacks,Credit Card
K-75839,53656,12186,7,Furniture,Living Room,Credit Card
K-75839,10782,1709,10,Beauty,Skincare,Cash on Delivery
K-75839,3600,130,2,Clothing,Accessories,Cash on Delivery
K-31312,5175,327,3,Clothing,Accessories,Cash on Delivery
K-91899,6598,2428,6,Beauty,Haircare,Cash on Delivery
K-91899,14411,-2975,8,Clothing,Sportswear,Credit Card
K-91899,29336,-2809,5,Electronics,Mobile Phones,Airtel Money
K-91899,8255,-151,5,Clothing,Traditional Wear,M-Pesa
K-91899,8657,2847,10,Beauty,Personal Care,Credit Card
K-82789,3901,969,7,Groceries,Fresh Produce,Cash on Delivery
K-82789,9569,2209,10,Beauty,Makeup,Bank Transfer
K-82789,19787,3663,3,Furniture,Office,Bank Transfer
K-15144,33109,12913,7,Electronics,Mobile Phones,Cash on Delivery
K-15144,5229,1386,3,Clothing,Accessories,M-Pesa
K-15144,50262,16509,10,Electronics,Laptops,Bank Transfer
K-22498,1856,-92,1,Clothing,Sportswear,Bank Transfer
K-22498,12623,3077,6,Clothing,Sportswear,Credit Card
K-22498,2269,-480,4,Groceries,Fresh Produce,Cash on Delivery
K-22498,4428,903,8,Groceries,Beverages,Credit Card
K-64177,4705,1124,5,Beauty,Personal Care,M-Pesa
K-47206,11410,2194,2,Electronics,Accessories,M-Pesa
K-47206,41442,-11452,9,Electronics,Mobile Phones,M-Pesa
K-47206,1786,472,1,Clothing,Accessories,Cash on Delivery
K-47206,35017,-6128,6,Electronics,Mobile Phones,Airtel Money
K-47206,3991,974,8,Groceries,Snacks,Bank Transfer
K-84958,1720,-208,2,Beauty,Personal Care,Credit Card
K-84958,5012,1601,9,Groceries,Household,M-Pesa
K-84958,4655,1774,9,Groceries,Beverages,Airtel Money
K-15410,18209,199,4,Electronics,Appliances,Cash on Delivery
K-74326,4792,1457,1,Electronics,Mobile Phones,Cash on Delivery
K-74326,10704,3994,2,Electronics,TVs,Bank Transfer
K-74326,4790,-38,2,Clothing,Accessories,Cash on Delivery
K-26300,4735,203,2,Clothing,Formal Wear,Airtel Money
K-77617,3114,1207,6,Groceries,Household,Airtel Money
K-56076,3761,-876,9,Groceries,Beverages,Cash on Delivery
K-56076,11919,-2821,5,Clothing,Traditional Wear,M-Pesa
K-56076,49780,16388,9,Electronics,Accessories,Airtel Money
K-50750,8588,-385,9,Beauty,Skincare,Cash on Delivery
K-50750,9885,-2430,5,Clothing,Accessories,M-Pesa
K-50750,3406,-1010,8,Groceries,Snacks,Bank Transfer
K-15760,27627,1677,4,Furniture,Living Room,Airtel Money
K-15760,22321,-4026,5,Electronics,TVs,M-Pesa
K-15760,41662,-6721,8,Electronics,TVs,Cash on Delivery
K-77240,2913,163,3,Beauty,Haircare,M-Pesa
K-77240,992,330,2,Groceries,Household,Credit Card
K-77240,15671,-1161,3,Electronics,Accessories,Credit Card
K-77240,3445,768,4,Beauty,Makeup,Bank Transfer
K-39734,5191,367,3,Clothing,Casual Wear,Bank Transfer
K-39734,80254,-10178,10,Furniture,Outdoor,Credit Card
K-39734,459,-95,1,Groceries,Snacks,Credit Card
K-39734,32646,9786,6,Electronics,Accessories,Airtel Money
K-95919,30579,5125,7,Electronics,TVs,Cash on Delivery
K-95919,1937,214,4,Groceries,Snacks,Bank Transfer
K-95919,1584,126,3,Groceries,Cereals,Cash on Delivery
K-95919,5928,1364,1,Electronics,Accessories,Credit Card
K-23244,1543,240,3,Groceries,Cereals,Credit Card
K-98219,5882,1608,10,Groceries,Cereals,Cash on Delivery
K-63462,15043,-260,9,Clothing,Sportswear,Cash on Delivery
K-63462,7124,-611,4,Clothing,Sportswear,Credit Card
K-63462,4413,1070,1,Electronics,Accessories,Bank Transfer
K-88842,23328,2888,10,Clothing,Traditional Wear,Cash on Delivery
K-60501,7023,1778,8,Beauty,Skincare,Cash on Delivery
K-60501,4634,-1372,8,Groceries,Fresh Produce,Credit Card
K-77258,5987,1473,3,Clothing,Traditional Wear,Airtel Money
K-77258,452,-21,1,Groceries,Beverages,Bank Transfer
K-77258,19901,50,10,Clothing,Casual Wear,Credit Card
K-45565,14120,3684,6,Clothing,Casual Wear,Cash on Delivery
K-80347,11640,297,5,Clothing,Accessories,Bank Transfer
K-80347,59042,17246,10,Electronics,Mobile Phones,Airtel Money
K-80347,4589,-1026,4,Beauty,Haircare,M-Pesa
K-80347,1094,226,2,Groceries,Snacks,Cash on Delivery
K-80347,68130,1366,9,Furniture,Kitchen,Credit Card
K-23355,9004,1065,1,Furniture,Outdoor,Bank Transfer
K-23355,1954,643,2,Beauty,Skincare,Cash on Delivery
K-23355,2587,624,3,Beauty,Fragrances,Airtel Money
K-65456,17070,1703,9,Clothing,Traditional Wear,Credit Card
K-65456,53439,-9421,9,Electronics,Accessories,Airtel Money
K-65456,4896,1071,1,Electronics,Accessories,Credit Card
K-65456,7284,-910,8,Beauty,Personal Care,M-Pesa
K-65456,9828,541,5,Clothing,Casual Wear,M-Pesa
K-61057,472,-82,1,Groceries,Cereals,M-Pesa
K-61057,11164,-396,5,Clothing,Sportswear,Cash on Delivery
K-45916,69005,10094,8,Furniture,Outdoor,Cash on Delivery
K-70049,4823,432,5,Beauty,Skincare,Cash on Delivery
K-42025,25411,1716,5,Electronics,TVs,M-Pesa
K-42025,6278,214,7,Beauty,Haircare,M-Pesa
K-76339,11815,1858,2,Electronics,Laptops,M-Pesa
K-76339,22451,-4128,4,Electronics,TVs,Cash on Delivery
K-76339,7140,1117,4,Clothing,Sportswear,M-Pesa
K-48104,9309,159,2,Electronics,TVs,Airtel Money
K-48104,12854,4037,7,Clothing,Accessories,Bank Transfer
K-48104,15748,-3177,2,Furniture,Living Room,Airtel Money
K-48104,6249,2321,3,Clothing,Sportswear,Bank Transfer
K-38722,32680,-9329,4,Furniture,Bedroom,Airtel Money
K-38722,2171,-507,1,Clothing,Sportswear,Airtel Money
K-38722,39877,12204,7,Electronics,Appliances,Airtel Money
K-38722,600,101,1,Groceries,Snacks,Airtel Money
K-38722,19622,6721,10,Clothing,Casual Wear,Bank Transfer
K-65306,2516,-277,3,Beauty,Personal Care,Cash on Delivery
K-65306,1954,699,1,Clothing,Accessories,Airtel Money
K-65306,9177,3162,1,Furniture,Living Room,Bank Transfer
K-95343,4745,-872,9,Groceries,Beverages,Airtel Money
K-95343,4501,1037,2,Clothing,Sportswear,Airtel Money
K-95343,3550,479,4,Beauty,Skincare,Cash on Delivery
K-35188,16044,5107,7,Clothing,Traditional Wear,Credit Card
K-35188,31853,-494,4,Furniture,Outdoor,Airtel Money
K-29076,16818,-3772,10,Clothing,Sportswear,Bank Transfer
K-45150,8740,460,8,Beauty,Fragrances,M-Pesa
K-11631,76090,5551,9,Furniture,Outdoor,Cash on Delivery
K-11631,9035,-82,9,Beauty,Personal Care,Credit Card
K-11631,23100,8377,5,Electronics,TVs,Credit Card
K-11631,41314,12635,9,Electronics,Laptops,Cash on Delivery
K-11631,1224,-201,3,Groceries,Household,M-Pesa
K-84146,1717,353,2,Beauty,Makeup,M-Pesa
K-84146,2183,-411,5,Groceries,Household,Cash on Delivery
K-84146,7942,-981,4,Clothing,Casual Wear,Credit Card
K-84146,2578,26,3,Beauty,Skincare,Airtel Money
K-16037,563,205,1,Groceries,Household,Credit Card
K-16037,7078,-875,3,Clothing,Sportswear,M-Pesa
K-22888,2288,-359,1,Clothing,Casual Wear,Airtel Money
K-22888,44791,11572,10,Electronics,Mobile Phones,Cash on Delivery
K-22888,1164,-257,2,Groceries,Cereals,Airtel Money
K-22888,39416,-2541,7,Electronics,Mobile Phones,Credit Card
K-22888,48939,-11997,9,Electronics,TVs,Cash on Delivery
K-25994,54554,-428,10,Electronics,TVs,Credit Card
K-52525,13318,1754,2,Furniture,Kitchen,Airtel Money
K-52525,22134,-5266,5,Electronics,TVs,M-Pesa
K-52525,5393,-486,1,Electronics,Mobile Phones,M-Pesa
K-52525,4328,635,2,Clothing,Traditional Wear,Airtel Money
K-52525,8859,-951,9,Beauty,Makeup,Airtel Money
K-25302,21688,4879,10,Clothing,Formal Wear,M-Pesa
K-25302,30208,-8396,4,Furniture,Living Room,Cash on Delivery
K-25302,47590,-10958,7,Furniture,Living Room,Bank Transfer
K-25302,7845,-1224,7,Beauty,Skincare,Credit Card
K-25302,1106,385,1,Beauty,Skincare,Airtel Money
K-85983,12231,260,6,Clothing,Accessories,Airtel Money
K-85983,7993,-1410,8,Beauty,Personal Care,M-Pesa
K-85983,3681,-949,8,Groceries,Fresh Produce,M-Pesa
K-85286,4811,832,10,Groceries,Fresh Produce,Cash on Delivery
K-85286,23301,-5337,3,Furniture,Kitchen,M-Pesa
K-32231,1750,172,2,Beauty,Fragrances,M-Pesa
K-32231,46329,-10994,10,Electronics,TVs,Airtel Money
K-32231,31116,-5176,4,Furniture,Kitchen,Airtel Money
K-32231,6346,1091,3,Clothing,Sportswear,Airtel Money
K-32231,2567,-248,6,Groceries,Household,Cash on Delivery
K-36577,419,96,1,Groceries,Cereals,M-Pesa
K-36577,44828,12556,9,Electronics,Appliances,Credit Card
K-36577,21320,-5018,10,Clothing,Formal Wear,M-Pesa
K-54936,9789,309,2,Electronics,Laptops,Cash on Delivery
K-54936,6794,1379,3,Clothing,Sportswear,Bank Transfer
K-54936,15380,74,2,Furniture,Bedroom,M-Pesa
K-54936,1372,-293,3,Groceries,Snacks,Cash on Delivery
K-34509,34408,9511,6,Electronics,TVs,Credit Card
K-34509,7723,2152,9,Beauty,Fragrances,M-Pesa
K-76770,43544,6697,6,Furniture,Office,M-Pesa
K-76770,26113,-1281,6,Electronics,Accessories,Bank Transfer
K-76770,13705,-210,7,Clothing,Sportswear,M-Pesa
K-76770,10908,2652,2,Electronics,TVs,Cash on Delivery
K-76770,5612,577,10,Groceries,Fresh Produce,M-Pesa
K-40380,41297,9043,6,Furniture,Office,Airtel Money
K-40380,4651,-1098,2,Clothing,Formal Wear,M-Pesa
K-40380,8034,634,7,Beauty,Skincare,M-Pesa
K-40380,5900,720,3,Clothing,Formal Wear,Credit Card
K-89630,4051,-587,10,Groceries,Household,Airtel Money
K-89630,1010,394,1,Beauty,Skincare,Credit Card
K-79523,3582,1304,8,Groceries,Cereals,Credit Card
K-79523,2291,-27,2,Beauty,Makeup,Bank Transfer
K-75078,3857,1202,9,Groceries,Snacks,M-Pesa
K-75078,7351,-722,7,Beauty,Skincare,M-Pesa
K-75078,7986,2150,8,Beauty,Fragrances,M-Pesa
K-75078,18936,6453,9,Clothing,Formal Wear,M-Pesa
K-38540,10437,1828,6,Clothing,Accessories,Airtel Money
K-53448,5754,1488,3,Clothing,Accessories,M-Pesa
K-53448,13294,-3378,6,Clothing,Formal Wear,Credit Card
K-13490,4064,1404,2,Clothing,Formal Wear,Cash on Delivery
K-13490,2942,-852,5,Groceries,Cereals,Credit Card
K-13490,3504,723,7,Groceries,Household,Bank Transfer
K-13490,4342,-811,2,Clothing,Traditional Wear,Airtel Money
K-90821,5435,877,10,Groceries,Household,Cash on Delivery
K-90821,10217,1569,9,Beauty,Personal Care,Bank Transfer
K-90821,15630,3566,8,Clothing,Traditional Wear,Airtel Money
K-90821,6855,-20,7,Beauty,Makeup,M-Pesa
K-14045,2379,-387,5,Groceries,Beverages,Bank Transfer
K-14045,8130,-2097,10,Beauty,Makeup,Bank Transfer
K-14045,39522,4911,8,Electronics,TVs,Airtel Money
K-14045,2046,-332,1,Clothing,Formal Wear,Airtel Money
K-14045,2788,471,6,Groceries,Household,M-Pesa
K-91534,46696,13894,5,Furniture,Office,Cash on Delivery
K-91534,23514,8896,10,Clothing,Sportswear,M-Pesa
K-45868,5557,-1403,5,Beauty,Skincare,Cash on Delivery
K-45868,30025,7897,7,Electronics,TVs,Airtel Money
K-45868,24009,-3907,6,Electronics,Accessories,M-Pesa
K-15647,4042,1473,7,Groceries,Snacks,Credit Card
K-15647,17199,-2359,10,Clothing,Sportswear,Bank Transfer
K-57343,7987,530,1,Furniture,Bedroom,M-Pesa
K-57343,11449,242,7,Clothing,Accessories,Airtel Money
K-57343,6469,-1035,4,Clothing,Accessories,Cash on Delivery
K-50228,13159,-3322,7,Clothing,Formal Wear,Bank Transfer
K-50228,41273,-6379,9,Electronics,Accessories,Bank Transfer
K-50228,26013,7382,4,Furniture,Bedroom,Credit Card
K-50228,5752,-1328,1,Electronics,Appliances,Bank Transfer
K-87525,3470,1341,6,Groceries,Snacks,Bank Transfer
K-87525,6714,-1844,8,Beauty,Fragrances,Credit Card
K-60645,21127,3185,4,Electronics,Accessories,Bank Transfer
K-60645,2553,-135,5,Groceries,Household,Cash on Delivery
K-60645,46693,1882,8,Electronics,Appliances,Cash on Delivery
K-60645,4219,-334,10,Groceries,Snacks,Cash on Delivery
K-40503,73915,29105,9,Furniture,Outdoor,Credit Card
K-40503,24310,8393,3,Furniture,Office,Bank Transfer
K-70638,10803,-177,6,Clothing,Accessories,M-Pesa
K-70638,39858,-10508,7,Electronics,TVs,Bank Transfer
K-66998,4368,-580,2,Clothing,Formal Wear,Cash on Delivery
K-66998,23219,2187,3,Furniture,Living Room,Cash on Delivery
K-66998,8657,771,9,Beauty,Skincare,Credit Card
K-66998,2265,-149,1,Clothing,Traditional Wear,Bank Transfer
K-62295,25724,6820,5,Electronics,Appliances,Credit Card
K-62295,8854,1958,8,Beauty,Skincare,Credit Card
K-35357,13473,3535,8,Clothing,Formal Wear,Airtel Money
K-53033,1155,284,1,Beauty,Haircare,M-Pesa
K-53033,1267,19,3,Groceries,Cereals,Bank Transfer
K-53033,2327,-371,2,Beauty,Skincare,Credit Card
K-99767,439,101,1,Groceries,Cereals,Airtel Money
K-99767,5115,14,9,Groceries,Snacks,Credit Card
K-12750,2296,-325,4,Groceries,Cereals,Airtel Money
K-12750,5304,-52,10,Groceries,Household,Airtel Money
K-58464,11995,2640,10,Beauty,Makeup,Cash on Delivery
K-58464,72715,-14365,9,Furniture,Kitchen,Bank Transfer
K-58464,15110,-1750,8,Clothing,Formal Wear,Bank Transfer
K-79670,20438,1692,4,Electronics,Appliances,M-Pesa
K-79670,3430,757,3,Beauty,Haircare,Bank Transfer
K-79670,15851,-787,3,Electronics,Accessories,Credit Card
K-42812,12010,640,3,Electronics,TVs,Credit Card
K-42812,48920,-5843,7,Furniture,Bedroom,Credit Card
K-49243,18137,-2630,10,Clothing,Formal Wear,M-Pesa
K-49243,1366,-262,3,Groceries,Beverages,M-Pesa
K-47691,1878,144,2,Beauty,Haircare,Cash on Delivery
K-25192,36948,2447,8,Electronics,Mobile Phones,Credit Card
K-25192,9689,-2586,5,Clothing,Accessories,Credit Card
K-25192,7360,530,1,Furniture,Office,Bank Transfer
K-25192,7480,347,7,Beauty,Skincare,Bank Transfer
K-64920,38226,-4518,8,Electronics,Mobile Phones,M-Pesa
K-64920,3566,-243,4,Beauty,Fragrances,M-Pesa
K-64920,2478,896,5,Groceries,Fresh Produce,M-Pesa
K-64920,8297,-589,5,Clothing,Sportswear,Airtel Money
K-64920,8853,-1895,5,Clothing,Traditional Wear,Credit Card
K-72845,18154,-2149,2,Furniture,Bedroom,Airtel Money
K-11701,1208,-3,3,Groceries,Beverages,M-Pesa
K-70239,35544,11316,7,Electronics,Laptops,Credit Card
K-55886,8339,-1139,7,Beauty,Fragrances,Airtel Money
K-55886,2487,-575,3,Beauty,Fragrances,Bank Transfer
K-55886,35314,9281,8,Electronics,Laptops,Credit Card
K-55886,44599,-4093,9,Electronics,Mobile Phones,Cash on Delivery
K-65439,3416,1050,3,Beauty,Skincare,Bank Transfer
K-65439,868,-205,2,Groceries,Beverages,M-Pesa
K-74973,4537,-1339,5,Beauty,Haircare,Credit Card
K-74973,4132,-430,7,Groceries,Snacks,Bank Transfer
K-58941,86124,-8904,10,Furniture,Outdoor,Airtel Money
K-58941,3492,-668,3,Beauty,Personal Care,M-Pesa
K-58941,48912,-13698,10,Electronics,Accessories,Credit Card
K-58941,6402,-948,1,Furniture,Living Room,M-Pesa
K-48151,32714,12327,6,Electronics,Appliances,Cash on Delivery
K-48151,14122,-1704,6,Clothing,Traditional Wear,Cash on Delivery
K-48151,8129,722,5,Clothing,Formal Wear,Credit Card
K-48151,35296,-5003,8,Electronics,Appliances,Bank Transfer
K-10886,31127,5252,6,Electronics,Appliances,Credit Card
K-10886,7949,1771,8,Beauty,Makeup,Cash on Delivery
K-10886,78101,4269,10,Furniture,Kitchen,Bank Transfer
K-10886,78478,-9674,10,Furniture,Outdoor,Bank Transfer
K-10886,5835,-1506,1,Electronics,Laptops,M-Pesa
K-30621,2997,-431,3,Beauty,Personal Care,M-Pesa
K-30621,30339,-7901,4,Furniture,Kitchen,Credit Card
K-30621,8994,617,8,Beauty,Haircare,Credit Card
K-30621,4698,1258,10,Groceries,Cereals,Cash on Delivery
K-74960,66243,5910,10,Furniture,Kitchen,Cash on Delivery
K-74960,52044,7751,8,Furniture,Outdoor,Bank Transfer
K-74960,1177,-9,1,Beauty,Fragrances,Airtel Money
K-52338,5130,-703,1,Electronics,Appliances,Cash on Delivery
K-37929,34097,-3086,6,Electronics,Accessories,Credit Card
K-37929,2732,-673,5,Groceries,Beverages,Cash on Delivery
K-65340,47697,12201,8,Electronics,Laptops,Bank Transfer
K-65340,4815,1102,1,Electronics,Accessories,Airtel Money
K-65340,6740,-1200,6,Beauty,Personal Care,Credit Card
K-65340,9119,-1571,5,Clothing,Traditional Wear,Bank Transfer
K-65340,10183,3493,2,Electronics,Appliances,Bank Transfer
K-11362,4753,-153,9,Groceries,Cereals,Bank Transfer
K-11362,93077,7469,10,Furniture,Office,Bank Transfer
K-11362,10156,2532,6,Clothing,Formal Wear,Credit Card
K-11362,56219,1807,10,Electronics,Appliances,Credit Card
K-57920,36729,-6174,7,Electronics,Appliances,M-Pesa
K-57920,2668,-517,5,Groceries,Snacks,Airtel Money
K-57920,569,-134,1,Groceries,Household,M-Pesa
K-78505,39777,10129,6,Furniture,Bedroom,Cash on Delivery
K-64620,19478,7428,10,Clothing,Accessories,Airtel Money
K-64620,2201,-564,4,Groceries,Snacks,Cash on Delivery
K-64620,8456,-758,9,Beauty,Skincare,Credit Card
K-64620,4927,-452,6,Beauty,Makeup,Bank Transfer
K-64620,2836,1062,6,Groceries,Fresh Produce,Cash on Delivery
K-68925,27655,3603,5,Electronics,TVs,M-Pesa
K-68925,5373,-406,10,Groceries,Snacks,M-Pesa
K-68925,8754,-2272,4,Clothing,Traditional Wear,Cash on Delivery
K-68925,37827,6270,9,Electronics,Laptops,Cash on Delivery
K-34495,10020,-1135,10,Beauty,Personal Care,Bank Transfer
K-34495,43996,8346,10,Electronics,Mobile Phones,Airtel Money
K-34495,1707,541,1,Clothing,Formal Wear,Credit Card
K-78659,19850,-4294,3,Furniture,Bedroom,Bank Transfer
K-78659,14180,4884,8,Clothing,Sportswear,M-Pesa
K-78659,7663,-1062,8,Beauty,Personal Care,Cash on Delivery
K-31700,18902,-2970,8,Clothing,Sportswear,Credit Card
K-78999,3479,1316,7,Groceries,Beverages,Bank Transfer
K-78999,5349,1825,3,Clothing,Casual Wear,Credit Card
K-78999,35480,1539,7,Electronics,Laptops,Credit Card
K-78999,8926,-1124,1,Furniture,Bedroom,Airtel Money
K-78999,48667,14546,10,Electronics,Laptops,M-Pesa
K-49984,10643,3741,6,Clothing,Formal Wear,Bank Transfer
K-49984,26031,-6888,4,Furniture,Office,Airtel Money
K-49984,9834,-720,5,Clothing,Accessories,Bank Transfer
K-49984,20168,5591,3,Furniture,Outdoor,Cash on Delivery
K-49984,8306,-1774,1,Furniture,Office,Credit Card
K-73556,2860,-95,6,Groceries,Household,Bank Transfer
K-73556,52159,20317,10,Electronics,Appliances,Bank Transfer
K-42661,2087,2,2,Beauty,Haircare,Bank Transfer
K-42661,6430,-553,8,Beauty,Skincare,Bank Transfer
K-42661,24716,-2301,3,Furniture,Office,M-Pesa
K-42661,16954,1600,3,Electronics,Mobile Phones,Cash on Delivery
K-42661,2577,77,6,Groceries,Fresh Produce,M-Pesa
K-35565,18367,5305,8,Clothing,Formal Wear,Bank Transfer
K-35565,28465,2938,5,Electronics,Mobile Phones,M-Pesa
K-35565,13564,2460,3,Electronics,Laptops,M-Pesa
K-17841,10072,-2729,2,Electronics,TVs,Airtel Money
K-17841,67850,189,10,Furniture,Kitchen,Credit Card
K-81677,5672,-862,3,Clothing,Sportswear,Cash on Delivery
K-81677,1458,-238,3,Groceries,Cereals,Credit Card
K-28126,2085,359,2,Beauty,Makeup,Bank Transfer
K-28126,20589,-5864,9,Clothing,Formal Wear,M-Pesa
K-28126,56062,899,10,Electronics,Mobile Phones,Bank Transfer
K-28126,2226,492,5,Groceries,Cereals,Cash on Delivery
K-61602,54529,4311,10,Electronics,Accessories,Airtel Money
K-61602,10064,-62,10,Beauty,Makeup,Airtel Money
K-61602,11261,-363,6,Clothing,Traditional Wear,Credit Card
K-61602,1720,-51,1,Clothing,Traditional Wear,Airtel Money
K-77181,4238,1364,1,Electronics,Laptops,Credit Card
K-77181,2240,174,4,Groceries,Beverages,Airtel Money
K-77181,89789,4539,10,Furniture,Bedroom,Bank Transfer
K-77477,48465,9224,7,Furniture,Living Room,M-Pesa
K-77477,1718,48,4,Groceries,Fresh Produce,Cash on Delivery
K-92354,27342,7756,5,Electronics,Laptops,Bank Transfer
K-92354,26955,6158,6,Electronics,Appliances,Credit Card
K-92354,71882,-2934,9,Furniture,Kitchen,Airtel Money
K-92354,82771,32481,9,Furniture,Outdoor,Cash on Delivery
K-21827,1657,-179,2,Beauty,Personal Care,Bank Transfer
K-63240,3678,717,4,Beauty,Personal Care,Cash on Delivery
K-63240,5220,424,10,Groceries,Household,M-Pesa
K-63240,3359,1054,7,Groceries,Household,Cash on Delivery
K-63240,15166,-1079,8,Clothing,Accessories,Cash on Delivery
K-63240,8582,-1346,4,Clothing,Formal Wear,Cash on Delivery
K-51325,594,164,1,Groceries,Snacks,Credit Card
K-51325,6982,493,3,Clothing,Traditional Wear,Cash on Delivery
K-62006,9536,2195,10,Beauty,Personal Care,Credit Card
K-62006,3460,-285,8,Groceries,Snacks,M-Pesa
K-52672,47640,-5363,7,Furniture,Bedroom,Cash on Delivery
K-52672,8868,2396,8,Beauty,Haircare,Airtel Money
K-52672,3598,1295,3,Beauty,Makeup,Airtel Money
K-52672,29863,2692,6,Electronics,Accessories,Bank Transfer
K-97020,12953,3331,7,Clothing,Casual Wear,Cash on Delivery
K-48757,84164,18322,9,Furniture,Living Room,Cash on Delivery
K-48757,1164,87,2,Groceries,Snacks,Bank Transfer
K-48757,5663,2251,10,Groceries,Cereals,Credit Card
K-26729,1316,42,3,Groceries,Beverages,Airtel Money
K-26729,39704,-4816,8,Electronics,Accessories,Airtel Money
